HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p3_HNSCC5_P3_D10	HNSCC5_p3_HNSCC5_P3_F07	HNSCC5_p3_HNSCC5_P3_H01	HNSCC5_p3_HNSCC5_P3_C11	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p3_HNSCC5_P3_A04	HNSCC5_p9_HNSCC5_P9_B10	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B11	HNSCC5_p9_HNSCC5_P9_H03	HNSCC5_p9_HNSCC5_P9_H10	HNSCC5_p9_HNSCC5_P9_B06	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_A06	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p9_HNSCC5_P9_G07	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p9_HNSCC5_P9_G11	HNSCC5_p9_HNSCC5_P9_G09	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p9_HNSCC5_P9_E09	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p9_HNSCC5_P9_E10	HNSCC5_p9_HNSCC5_P9_F10	HNSCC5_p9_HNSCC5_P9_A08	HNSCC5_p9_HNSCC5_P9_G02	HNSCC5_p9_HNSCC5_P9_F12	HNSCC5_p9_HNSCC5_P9_A09	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p9_HNSCC5_P9_D05	HNSCC5_p9_HNSCC5_P9_F09	HNSCC5_p9_HNSCC5_P9_C12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p9_HNSCC5_P9_C03	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p14_HNSCC5_P14_LN_F03	HNSCC5_p14_HNSCC5_P14_LN_A09	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p14_HNSCC5_P14_LN_E08	HNSCC5_p14_HNSCC5_P14_LN_H11	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_G06	HNSCC5_p14_HNSCC5_P14_LN_D01	HNSCC5_p14_HNSCC5_P14_LN_C01	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p14_HNSCC5_P14_LN_C09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p14_HNSCC5_P14_LN_B06	HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p14_HNSCC5_P14_LN_F05	HNSCC5_p14_HNSCC5_P14_LN_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p5_P5_H06	HNSCC5_p5_P5_B05	HNSCC5_p5_P5_E11	HNSCC5_p5_P5_F11	HNSCC5_p5_P5_E04	HNSCC5_p5_P5_E05	HNSCC5_p5_P5_E03	HNSCC5_p5_P5_E12	HNSCC5_p5_P5_A08	HNSCC5_p5_P5_D05	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_G02	HNSCC5_p7_HNSCC5_P7_A12	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p7_HNSCC5_P7_G07	HNSCC5_p7_HNSCC5_P7_F12	HNSCC5_p7_HNSCC5_P7_C07	HNSCC5_p7_HNSCC5_P7_C12	HNSCC5_p7_HNSCC5_P7_G04	HNSCC5_p7_HNSCC5_P7_E07	HNSCC5_p7_HNSCC5_P7_G05	HNSCC5_p13_P13_A05	HNSCC5_p13_P13_H07	HNSCC5_p13_P13_E03	HNSCC5_p13_P13_C07	HNSCC5_p13_P13_G05	HNSCC5_p13_P13_D03	HNSCC5_p13_P13_C06	HNSCC5_p13_P13_B05	HNSCC5_p13_P13_A10	HNSCC5_p13_P13_G04	HNSCC5_p13_P13_D11	HNSCC5_p13_P13_A08	HNSCC5_p13_P13_C09	HNSCC5_p13_P13_G08	HNSCC5_p13_P13_F10	HNSCC5_p13_P13_H01	HNSCC5_p13_P13_D01	HNSCC5_p13_P13_F04	HNSCC5_p13_P13_H11	HNSCC5_p13_P13_D08	HNSCC5_p13_P13_H09	HNSCC5_p13_P13_B12	HNSCC5_p13_P13_H08	HNSCC5_p13_P13_C11	HNSCC5_p15_HNSCC5_P15_D03	HNSCC5_p15_HNSCC5_P15_B12	HNSCC5_p15_HNSCC5_P15_B10	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p15_HNSCC5_P15_F03	HNSCC5_p15_HNSCC5_P15_A01	HNSCC5_p15_HNSCC5_P15_E03	HNSCC5_p15_HNSCC5_P15_B07	HNSCC5_p15_HNSCC5_P15_B05	HNSCC5_p15_HNSCC5_P15_B08	HNSCC5_p15_HNSCC5_P15_D08	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p15_HNSCC5_P15_A11	HNSCC5_p15_HNSCC5_P15_A09	HNSCC5_p15_HNSCC5_P15_B03	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p15_HNSCC5_P15_G03	HNSCC5_p15_HNSCC5_P15_A04	HNSCC5_p15_HNSCC5_P15_E07
ACAA1	0.610366058920008	0.551392118527998	0.0299043121415158	0.231799712013573	0.207075748748083	0.13876855441206	0.232658341222783	0.18529360826357	0.186536590340631	0.199074243678427	0.537056338924968	0.0948125963063376	0.29016283106561	0.360461244373271	0.0836198811912185	0.225253439467169	0.394131589325627	0.521631404545372	0.0373931670129924	0.178833361112347	0.24980709646097	0.534685274656376	0.294278476400945	0.494204753409368	0.163392716412983	0.103437025440523	0.304367277368136	0.518574408826099	0.113496126881777	0.451622520528942	0.142564584057346	0.03993588380888	0.164453793450242	0.0423808217598434	0.234293021441354	0	0.0777759098751628	0.0406510006396463	0.230023753058961	0.606712595819771	0	0.409916405847723	0.404514050816936	0.0687172969173355	0.514845519605518	0.200821508275272	0.114820591083858	1	0	0.288559001146017	0.0387789790091436	0	0.558361303009434	0.0869112399069402	0	0.463708735630859	0.19821525058388	0	0.0652564894684909	0.102970739725041	0.741262540618168	0.203018881815835	0.173466846717215	0.513872991054966	0.296687734172749	0.197470243684769	0.330992437092665	0.130845849457184	1	0.391571301629683	0.476661668545391	0.0850709860840042	0.270545312146219	0.520081795647768	0.324200065962038	0.53710450354407	0.379696529133827	0.402469372285447	0.197277459349307	0.30917452942427	0.115487827393118	0.376143256906689	0.653258148156399	0.480613465580191	0.274678995214817	0.46709515251569	0.404730034422969	0.285776014296673	0.673712397892373	0.610742233655108	0.344962694151299	0.496841791490034	0.567122756999349	0.194573402320192	0.269397602569465	0.420449656528401	0.330877450669671	0.228303298961946	0.287242804882328	0.26152394358692	0.553129093650705	0.697411982987957	0.388851013943155	0.296431079422687	0.397017037955836	0.751437965968115	0.309135280925196	0.628417331637749	0.159581772656027	0.389125102771672	0.484970779926249	1	0.725042856886735	0.31253312904965	0.540281212083094	0.283582822048743	0.7513860299627	1	0.412852912862357	1	0.707138927830862	0.195581062255294	0.161641179020955	0.656703983150488	0.429111679093396	0.350661457452519	0.736031838304248	0.117152734513996	0.388616879372772	0.530444128308139	0.543685433695895	0.559161767650393
MYD88	0.614571109091178	0.555435123677974	0.037537327643218	0.2320370518591	0.206613653803619	0.142007499401055	0.240761490957876	0.188212299371657	0.199233683706919	0.190175666791332	0.54328476479239	0.095542061438023	0.289300591983127	0.366630531405377	0.096889163976128	0.214846198855621	0.403811358677952	0.531138373209392	0.0383994738394576	0.181361396806148	0.258084025016046	0.538723248372609	0.287142519524824	0.49552193918399	0.167577905726637	0.103367976377418	0.299005063875019	0.520170707377159	0.123465630052307	0.444770154975044	0.132700134865225	0.0453479254753368	0.156675592825765	0.0434603313419731	0.224628897245862	0	0.0868221207853948	0.0438438942323568	0.228722691637332	0.602891965370529	0	0.413455296541429	0.403060710632259	0.0755629829063288	0.504623887653195	0.204382855169597	0.116739492517984	1	0	0.2908413979598	0.0352708020179179	0.00376221026646106	0.545212724857589	0.0863978791821575	0	0.457130236709797	0.19470865632446	0	0.0562659064392611	0.107915843261433	0.722827518073138	0.213125150770356	0.177830764856274	0.50936397723319	0.297237371660925	0.212127219580249	0.336687750130502	0.136879662008324	1	0.389376592168495	0.471116352406462	0.0896348542664005	0.279959832482587	0.51414445744265	0.338959837794136	0.544576348079322	0.386994480060765	0.412348294804231	0.208408886508925	0.314917907218231	0.127629627229501	0.380341825083801	0.657274425010129	0.490809764287478	0.279066991507096	0.465274849763386	0.409971930447309	0.289364408778839	0.673864908003705	0.614280783535726	0.347797411665065	0.504357081916864	0.555232718326805	0.20363071825733	0.278863743306293	0.433591381025554	0.320975396509339	0.243931948109701	0.287159234524366	0.277793692402238	0.55670629713459	0.68917023635933	0.387742308234295	0.307768191960144	0.391591130034146	1	0.29517980718112	0.615442008019085	0.158300097165129	0.378176711016371	0.482344992517774	1	0.719110810901959	0.317382603660547	0.544880674910148	0.285696317064106	0.748701905367338	1	0.416055499375173	1	0.706970729123868	0.187422632841834	0.161863724414636	0.667327616776908	0.423642240641518	0.350772154116413	0.73480551709081	0.12338510671162	0.401549501679772	0.53589097028073	0.538991408708227	0.55924233849564
RPSA	0.617575378206618	0.558531774146335	0.0439434082723568	0.234308847102418	0.208599367827001	0.145647827826808	0.24781187038767	0.192048428591119	0.21419391670052	0.180646644661355	0.546798369691868	0.0979170615722296	0.288857062103675	0.371284675489305	0.11239730632036	0.207315494183089	0.414187338259797	0.539712327225709	0.0400888594341832	0.184404760310258	0.264933243019745	0.545534432564258	0.277440279446121	0.499405273849868	0.170556125800286	0.105923377944922	0.296468212414708	0.521296573833199	0.135705164188244	0.438836893959843	0.122521084125146	0.0530192154838234	0.149831824185795	0.0453643672339129	0.217825842177998	0	0.0929814734065003	0.0451521742504662	0.229306726349795	0.598887865280825	0	0.417645272164886	0.40231496048151	0.0790459385944343	0.491604348385605	0.208341836345346	0.118932542584623	1	0	0.293422168076122	0.0323893325972723	0.0111324208695273	0.534805391740713	0.0868499055532153	0	0.451381499861105	0.188160185049151	0	0.0496525374860939	0.11153213746017	0.707398782800824	0.220392689445634	0.180979890305202	0.507760470193364	0.298540954732197	0.229143119383176	0.339844970791847	0.140229756356712	1	0.384571962015039	0.4668508556493	0.0962507623611141	0.290320910404647	0.508871610941119	0.352562009061684	0.553478296969051	0.392319162512057	0.421055951176615	0.221884222728796	0.318877380994219	0.140376429982731	0.383847465627507	0.661020949911765	0.499883527432656	0.281158107119145	0.4660712112577	0.417569955636061	0.293600563100329	0.673333188594897	0.614917686271828	0.351181083273269	0.510707105106359	0.544722470118551	0.211884011965999	0.287070108611422	0.447275743627679	0.312191448911556	0.26134712989424	0.286239505092941	0.292676175831463	0.561129677504254	0.680096863526068	0.387104550453712	0.319651404956021	0.383683652752254	1	0.282364244342024	0.601806752097068	0.159349108152026	0.366378671440547	0.476901738846402	1	0.712126537460414	0.32301066195991	0.549146059482773	0.288593162517553	0.745111885874403	1	0.418756599776265	1	0.705853861646871	0.177149986269893	0.161198525614753	0.676762197522884	0.417314175908906	0.352640180729696	0.732922362239684	0.128037819576221	0.41173276513599	0.544406685584726	0.534039035887528	0.558564716912212
EIF1B	0.621173612984092	0.56246032434418	0.0504183403368372	0.237222394532084	0.212543775357159	0.151008614560634	0.25523089467969	0.196262915111334	0.229207238911303	0.175175490485168	0.550413434566172	0.10060800083197	0.287007522301078	0.376265621086365	0.128008075594435	0.20038180534461	0.424826187151976	0.548819164698484	0.0403448827486161	0.189287506584647	0.27547503919375	0.550875142693112	0.268388049470163	0.502027235985408	0.17286069224771	0.107865925083732	0.294153383122554	0.523100891811458	0.146297663764451	0.431526914657372	0.11307398124034	0.0609648073594858	0.14174157546295	0.0476696553087759	0.211428793361719	0	0.0993771413105257	0.0466948101051418	0.228412332827765	0.595926195011413	0	0.420221487881693	0.400009972511226	0.0840103025493277	0.479134450679429	0.215788703197939	0.119265604009054	1	0	0.297658821533782	0.0297112894640241	0.0184617327639569	0.522871065224666	0.0876944494256232	0	0.447826103530005	0.185242404008406	0	0.0415231461824109	0.113463046269822	0.690562360052186	0.228021005572472	0.184577914289345	0.506903484937244	0.298550696887231	0.246432339999775	0.343309432142136	0.143897488056535	1	0.380439107349809	0.463382894715992	0.101431853758239	0.299713843737427	0.501949427423789	0.366590274084493	0.562955768923249	0.397306185442186	0.430369032045192	0.235052510542278	0.323443137421889	0.151588421138718	0.388070937992514	0.665751928633828	0.509468682171638	0.283836263632686	0.467647962240782	0.425632313798052	0.298051681658732	0.673597961307757	0.614194329680911	0.353131039953023	0.517510594517323	0.535088784863488	0.220545922992391	0.295428216023474	0.461076644887168	0.302916983494446	0.277037743926922	0.285872027446728	0.30792672093205	0.564070399868358	0.669766027840213	0.384685390603997	0.331661457740022	0.376160935936635	1	0.270210888594689	0.587081842206985	0.158771082296091	0.353328477891336	0.471983202384583	1	0.706045899537068	0.328980458649307	0.554215987171063	0.291834384598431	0.742217124375945	1	0.422126277377955	1	0.705655858993909	0.170996064526609	0.160937942564268	0.686913935290776	0.410113874471074	0.35510752294158	0.731506444131849	0.13310413799714	0.422476142679964	0.553336825697984	0.530138518290886	0.558553059796635
RPL14	0.626272550080418	0.566398165244836	0.0592958317310384	0.241157700784407	0.216969360949186	0.156638837464562	0.263402778113359	0.201746866943405	0.246354936960863	0.170615689806423	0.553180004404308	0.103915859679849	0.282355279070893	0.383684781688027	0.142873044202994	0.196057752310167	0.434253824550422	0.560625887836064	0.042878017667226	0.195214804405136	0.286422697248203	0.556976671730217	0.260266934522594	0.503760822279545	0.176376291711882	0.108874170299491	0.290905168634049	0.525896636847489	0.155814744321297	0.425011106569168	0.104627079377385	0.0702317927784889	0.134459770548623	0.0516002205424567	0.206019164534683	0	0.108023262453378	0.0471439364116943	0.229478845338541	0.593557672332576	0	0.423366891150763	0.400111492215014	0.0907253440018516	0.469325199605602	0.223469358038026	0.121518433887411	1	0	0.303826146579902	0.0281385881015053	0.0260637061342486	0.513450450236397	0.0909226441012594	0	0.44671197923157	0.184413624633826	0	0.0355824590688757	0.115775669940488	0.676467354346393	0.234770010306202	0.188928119695479	0.508929950549061	0.299977677847486	0.266082022621453	0.34616429224834	0.149801979799863	1	0.375483872398633	0.461008999193614	0.10553440993802	0.308177190510896	0.495585678329675	0.379808017277488	0.57198258714439	0.404413652373271	0.440647807067861	0.250243319189256	0.330436276144869	0.165043595750751	0.395107344964364	0.669544838020727	0.521030195770988	0.288868200821863	0.471975038464972	0.43390388183954	0.30127111119258	0.673089128270256	0.616223356882352	0.357581049969685	0.525095388093613	0.527331255865236	0.231673171018911	0.306029850908418	0.475338899876114	0.292837481086758	0.292517948304346	0.288116365513778	0.322105744034988	0.565912139140576	0.662313882682633	0.384446908128172	0.345911430568216	0.36932243957208	1	0.260746935656819	0.575333306558814	0.160365394007517	0.342935588352608	0.469712369232167	1	0.701428240665458	0.33561071395726	0.558932552730336	0.297495266882392	0.740030931497939	1	0.425101451644362	1	0.708468241027152	0.167395919620517	0.163169209946829	0.696935772489255	0.402424878736708	0.360264413665327	0.733153923647587	0.140559160976453	0.43254755555988	0.565137017436266	0.525794449659423	0.558340100890007
CTNNB1	0.631625269271376	0.570687173369198	0.068132817956624	0.245202159047184	0.221127060888033	0.165211702599356	0.271129544185431	0.207153996514018	0.266603463776145	0.166197687406123	0.556168071595879	0.107101666582439	0.275977817852152	0.390945330408358	0.157465225450151	0.195227383544783	0.441742206520829	0.57246969750585	0.0435773965524293	0.200762150039923	0.299442098261451	0.563037579591811	0.252288838096543	0.505667079240532	0.180061635743882	0.109968509558958	0.287742266505002	0.528874686808733	0.165064600515403	0.418485853989755	0.0964107282628321	0.079344017305876	0.127221173133492	0.0588133408184864	0.200893395656927	0	0.114769998274135	0.0475661185608977	0.230381409301516	0.591720681902058	0	0.426299454976854	0.403559676134026	0.0967464918256452	0.461295171328045	0.228920783384508	0.124909515895983	1	0	0.309937420963147	0.0262342608610032	0.0356781715506492	0.505662284555175	0.0943282419370941	0	0.445395045269825	0.18658183098989	0.00279990408566344	0.0326946363998745	0.121112828648772	0.662247498706733	0.241469797545744	0.193277510948244	0.511160472844517	0.301447401701717	0.285578846743152	0.349204517079671	0.155699351240962	1	0.370659396993785	0.458176148034343	0.109554362000942	0.31676737839324	0.487167970615372	0.393043949227386	0.581137967849771	0.411686020796815	0.45110852295567	0.265369657019983	0.33781564214837	0.178291671773199	0.402351208335993	0.673846704257547	0.53276519493921	0.293992320115374	0.476553811123592	0.442400628842443	0.302546184559542	0.672892888942292	0.616431214421117	0.362885236193847	0.532334233414376	0.519888491091107	0.242746612425739	0.314574076435817	0.489292723062847	0.282961416715163	0.305934991451866	0.290403250503607	0.33625850977666	0.565901058097703	0.653109030981336	0.383783561460046	0.359841770443246	0.362215705551109	1	0.25138746264527	0.563817250866454	0.161633303406343	0.332576776654987	0.467425554717903	1	0.697430674940743	0.342084372325162	0.563555043315683	0.301267716754685	0.738246117207596	1	0.42842771849795	1	0.711634170730604	0.167232194122626	0.165384041832677	0.707209523267051	0.395230862852295	0.365512751881451	0.735076058726099	0.147983625491276	0.442751119252123	0.577125470757242	0.522000603216755	0.55864834932587
SS18L2	0.637929426453399	0.575985989409893	0.0775984399253044	0.249831148661712	0.226088258877894	0.172262967288424	0.279333616684998	0.212631173243095	0.287155625463544	0.163056989290949	0.559706897067738	0.109163266259929	0.270325046127911	0.398589342285113	0.17078843651776	0.194986091650896	0.448053098559341	0.584828435713587	0.044798123228005	0.20661942838019	0.312793607786188	0.567969009225189	0.245215159857188	0.508454326393203	0.184450592771863	0.11149627607668	0.285340789685023	0.532809957648766	0.174950968361835	0.41087588220005	0.0887649893677207	0.0885477897806906	0.121104366229619	0.0649213830575714	0.196633624283935	0	0.120336239992137	0.0484998498595912	0.231801817566948	0.591164669400913	0	0.428101638394433	0.407435127617357	0.10609626703023	0.453899528110818	0.232884412983513	0.128398922486846	1	0	0.316131244760045	0.0247373763153921	0.0454877105757289	0.498358605115217	0.0975126339129483	0	0.444841735455008	0.187249977390228	0.011350576576339	0.0301223171998928	0.125037754284807	0.648698225001126	0.249002803370148	0.198255876453536	0.512505084355142	0.30505892449978	0.305512007499281	0.352916440499673	0.162264649083159	1	0.366652554179602	0.456332750024881	0.115300146523652	0.326141592562198	0.478157118877749	0.407616659486156	0.59107619310101	0.419436291584689	0.462465616297369	0.2808535119066	0.345584187141038	0.191153025659205	0.410505145382342	0.678928852745045	0.545013703356258	0.299385740476464	0.481889052310916	0.451361740845844	0.305234158451069	0.675862924902685	0.615825526347218	0.37033138391009	0.540178969151802	0.513188856436501	0.25573254995838	0.32369132692716	0.50435427926566	0.272628585015791	0.320744858484226	0.293418121437807	0.350789709523026	0.565468490143095	0.642927079372379	0.381645072923618	0.374171825504794	0.356353146377953	1	0.242794946487826	0.551417186979884	0.163253032102217	0.323715890953333	0.465686598159232	1	0.69464590993788	0.348966458217547	0.569028475972743	0.303892758273319	0.737666883965389	1	0.432671253277056	1	0.715753828778093	0.167694198393955	0.168253689371083	0.716616305812669	0.389061216133932	0.371327695032377	0.738007179475431	0.156005286446149	0.45374572615628	0.590034716089626	0.519447293306808	0.559973263925479
HIGD1A	0.642990953457018	0.579476817783173	0.0883786760096281	0.256012161087094	0.228777938752674	0.178537341683939	0.285707532471259	0.216040979947652	0.308747928382693	0.161375679065404	0.561498261249781	0.112479803575234	0.266078876926043	0.4058081799339	0.181907514059325	0.196094570170464	0.455723287365827	0.595754596418652	0.0442660260586347	0.210115240668135	0.32720706706143	0.574358625469297	0.236227232560635	0.512846514585484	0.190232100583256	0.111411953962757	0.283500198083295	0.535204299511241	0.185958210013832	0.404683513676148	0.0826465446510106	0.0989664603650374	0.116335772388164	0.0690012649199779	0.19391023420724	0	0.127111392618952	0.0474570127239593	0.234434837132289	0.590712983809395	0	0.431152494255944	0.412462133008706	0.116087849233526	0.444399694016034	0.232720518116929	0.132682067398961	1	0	0.323132104799215	0.0243137275747798	0.0561842452028999	0.488704970609731	0.101964653494238	0	0.441985923515914	0.188840648924029	0.0178235270122572	0.0269032302245141	0.129945949790621	0.632287708627145	0.257876154733902	0.204604105428197	0.512704536967229	0.306639873561198	0.323297570468784	0.355166296883642	0.170188735422351	1	0.361210096238947	0.456184263231232	0.122297677093155	0.337053175441108	0.470379828560087	0.423650671751125	0.599251285887746	0.428784687592825	0.472984121213665	0.294275231614694	0.3526224381938	0.205222624057274	0.417882818547489	0.684045390467436	0.556550604138715	0.306272663875574	0.485861960725128	0.458516459851956	0.309141609996343	0.680570801822799	0.616771970988677	0.379065636269387	0.549483417349807	0.508204931933779	0.267236411500809	0.330506441732681	0.517176035958326	0.263860903729952	0.336696300211643	0.297861098282684	0.363267052594458	0.566521474756268	0.630726952385679	0.380537652749774	0.386153293134225	0.351755432613662	1	0.235641348380043	0.540686457846604	0.165915091177776	0.316229438826463	0.465352848818951	1	0.691824749202945	0.357165270536701	0.572997719804939	0.307837802339502	0.735849796607724	1	0.436048984945669	1	0.721708951247663	0.16946372798166	0.172463477970501	0.726239142587143	0.384743349082293	0.378649689819228	0.739247786750129	0.165367259916747	0.466320687843082	0.60154158140538	0.518839726691182	0.560514182774372
EXOSC7	0.646991895701231	0.582257222877507	0.0985325555878074	0.260605286962994	0.228979880595413	0.182122417142194	0.291939798445958	0.218447755400104	0.327692084514325	0.160321910861032	0.561926988925899	0.114391834190726	0.259538411583967	0.411270206652142	0.19068342197886	0.19684555702759	0.462312055363389	0.606869142397311	0.0446788503871254	0.211036478974652	0.339079999510875	0.579709482310251	0.228203697946868	0.515904453267259	0.193770314632896	0.109184137293944	0.27941523289184	0.535394598215304	0.194466369558155	0.396111447100348	0.0744723611557153	0.107036287554035	0.110129380629368	0.0708389811512466	0.189823843596589	0	0.131507969336848	0.0446409674374887	0.239659928754071	0.588690676673356	0	0.432268759139568	0.414859195709169	0.123157488157123	0.435972443336529	0.229940638638437	0.134174611279881	1	0	0.327229345827253	0.0214398607284845	0.0658047546266013	0.476474695643607	0.105495516520199	0	0.436601418121612	0.191058861834621	0.021950901474987	0.0211720556797239	0.133444509721194	0.61340354319303	0.266794920310856	0.208677938180349	0.511084095502263	0.305963987415057	0.340164531840614	0.355488332997807	0.177039660955461	1	0.354227042930329	0.454761872951091	0.126962035306013	0.348202633163188	0.459998162902009	0.437365099911785	0.605482132948021	0.43810333587185	0.481341775133178	0.307282882848772	0.359557730271151	0.217329059746234	0.424818248841751	0.688984360704623	0.567943127591547	0.311177307083771	0.488752779066752	0.465040632668863	0.313964186402399	0.683544583947963	0.615676722012309	0.386729876696951	0.556802755046036	0.501958035036698	0.276748641610923	0.339753885038117	0.52764024919107	0.254161300513853	0.350898130047253	0.3015748305675	0.376273594717721	0.56570576324498	0.619349990663998	0.376697374061876	0.399027381518485	0.346949910037472	1	0.227968659617472	0.52963515745234	0.166004676473252	0.307684529841222	0.466848128227004	1	0.687536138497008	0.368102314897915	0.576988178110669	0.312796215157552	0.73450684120576	1	0.439249072035664	1	0.727169069854473	0.171299941992412	0.175860575473819	0.733989583768844	0.378483157046373	0.385587799625813	0.738843364259298	0.173178110036319	0.477312902058565	0.611091861283159	0.516425282333467	0.560864559188354
CCDC12	0.649183465115978	0.583384927942271	0.109686133753652	0.263534641902397	0.225967881089331	0.185554854879833	0.296252712645039	0.217764302054497	0.348162437626841	0.158285421470025	0.560554330783509	0.114399837415103	0.253263044920175	0.418348211563482	0.197729209330793	0.194491040661343	0.466936798432101	0.619698488295608	0.0465177452117874	0.211929868226982	0.347508357329624	0.586901282561457	0.218557653422737	0.520992688670407	0.194559667833257	0.108107663150789	0.277226369183848	0.532729800448541	0.199700630514347	0.386068897875888	0.0634785452207967	0.113535724770885	0.10089286099279	0.0738816028751248	0.186429430560912	0	0.13603252365117	0.0435959662261662	0.246584065694538	0.585281742188106	0	0.434973976597009	0.417511418525995	0.131455483613972	0.427705240365503	0.227100277321066	0.132119919369559	1	0	0.331031960224749	0.019897179484737	0.0736292666863009	0.466073054364739	0.110453528586049	0	0.431453695295797	0.194713148510021	0.0244393842155558	0.0169842242489209	0.136833742486647	0.596481599611473	0.277165241932831	0.209813016524912	0.507726161435842	0.304507259648524	0.354831890821235	0.353928593816933	0.1820915509125	1	0.348697963063054	0.451634117777957	0.132685257301423	0.356370072754287	0.449671820613624	0.448920422173877	0.608921805143981	0.449056291645682	0.487826450477243	0.318708397944641	0.368246047077386	0.229813993431497	0.432723843345526	0.693149923737456	0.57803294607967	0.31389106068298	0.489748425790721	0.46979341734858	0.315446821137386	0.68881440366852	0.616361385029931	0.392724983013158	0.560867661749297	0.494098866689545	0.287843321850004	0.346999718385128	0.536000091484107	0.246514846725402	0.365132534388938	0.306978359544702	0.389662173672379	0.565873063422042	0.61011048898131	0.372750492376396	0.411925875299732	0.342217652181438	1	0.21894213415677	0.52074788892934	0.167010636816155	0.301021427656615	0.469062545347098	1	0.681787620111277	0.376641629555455	0.579509640083257	0.318982257719396	0.730223723909476	1	0.440737200033766	1	0.730540279219877	0.174273311367147	0.1777189313056	0.739750887401465	0.373887168231137	0.393719531382456	0.736031363183964	0.182419387098769	0.486396165433419	0.622146352469585	0.516126231058623	0.559804271676624
